reviews,rating
This is a newer McDonald's with a very modern decor. Service was fast and friendly and the food was about what you would expect for a fast food restaurant. Overall positive experience.,4 stars
Because we had a big order they kept giving our food to other people who had smaller orders. People who ordered after us had already eaten and left by the time we got our food.,1 star
"I waited in the drive thru line for half an hour, ordered my food, and not until I got to the window did they tell me they were taking cash only, at 11pm on a saturday? And when I asked to talk to the manager on duty they were no where to be found, mever returning to this location and would urge anyone thinking of it to stear clear from this horrible McDonalds",1 star
Staff friendly and helpful,5 stars
"Nice, clean and large McDonald's at WDW. Not a bad place to stop for a quick bite to eat going from or to the Animal Kingdom in between parks.",4 stars
Burger was greasy and the fries tasted like the oil needed changed,2 stars
Super slow...we waited an extremely long time in the drive through.  People behind us were beeping and honking because no one was taking orders in one drive thru lane.,1 star
"Diet Coke dispenser spilled water, something was loose in the housing.",4 stars
Itï¿½ï¿½ï¿½,5 stars
This place sucks beyond belief. Staying in a hotel next door have a semi for my wheels. Knocked on the door ask the manager if I could order a shake and get it at the door. I'm sure you can guess the answer,1 star
"AWESOME!!!FAST!!!
AND FANTASTIC FOOD!!!",5 stars
The worst place do even be doing uber the manager makes uber drivers wait and dont even put order thru tell u get there please speed up for me to keep doing uber here and i hope the gm sees this maybe she will make u speed up judith,1 star
"The best McDonald's branch I have ever seen. Clean, big, and kid friendly. Electronic machines to order from are available.",5 stars
"Super long drive thru lines , I suggest u go in the lobby n place order electronically for faster service ï¿½ï¿½ï¿",1 star
Fast drive through. The children enjoyed their lunch!,5 stars
Waited in drive thru for 20 minutes had to go in to get our order.manager was great but they had everyones order messed up.,1 star
"Everything seemed a little ""dry"", and our fries were only lukewarm.",4 stars
"Food it's okay, however the customer service is terrible. The few times I visited here the staff was rude, and unprofessional.",2 stars
Worst prices hair in food stay away no self serve drink station,1 star
Staff is currently learning their job. While waiting for my food the had to correct orders for  4 people.,3 stars
Long wait for food Sunday at 12:40 pm.  We ordered from the kiosk.  We waited longer than people in line.  Food was good.,3 stars
Great burgers and fries!!!,5 stars
"By far the worst McDonald's that I have ever been to. The entire experience was bad, time consuming, and they didn't even get my food right.",1 star
If I could give a zero star I would. This place took 5 minutes to even greet me at the window. I ended up driving away with no food. Don't waste your time here.,1 star
"The wait is 30 minutes, my nuggets where white in the center because they didn't separated them before putting in the fryer, all McDonalds that I visited near my hotel on kisseme took 30 minutes.",1 star
"Good food but ,staff so bad, every one  even the manager",1 star
kiosks ordering in full effect.  take a number and sit down to wait.,3 stars
One of the worst McDonald's in the nation. The food is usually stale or cold and is always made sloppily. When you complain they act like you are at fault for the bad sandwich.,1 star
No free refills. What a drag.,1 star
Too long waiting lines to get a very bad customer service. Food is ok.,2 stars
"Having kiosks, instead of human cashier, really a bad idea not fan of it. Taking my business to a different place were greetings,  and thank you is the most important thing!!",2 stars
Like all the other McDonald's they're expensive underpaid understaffed and they close too early but that's because they're understaffed,1 star
"Very clean, great party structure for the kids, and they have a ""home made"" iced tea, unsweetened!! Awesome!!!! Thanks",5 stars
Very rude customer service. Go somewhere else,1 star
"HORRIBLE I WENT HERE FOR AN UBER PICK UP AND IF YOU DROVE UBER BEFORE YOU CAN PICKUP THRU THE DRIVE THRU AND WHEN I TOLD THEM THAT SHE SAID ""WE ARE REALLY BUSY RIGHT NOW SO YOU HAVE TO COME IN OR ITS UP TO YOU"" WHEN I WENT IN I WAS EXPECTING A LING LINE. BUT INSTEAD THERE WAS ONLY 1 PERSON INFRONT OF ME. NOT BUSY AT ALL. THIS WAS HORRIBLE EXPERIENCE. MCDONALD'S NEVER LETS ME DOWN SMH.",1 star
Over 1 hour to go through the drive thru.  Only 20 cars.  Absolutely a mess.,1 star
Place was good. Sandwich and dessert were nice and warm but I did have a wait quite a bit.,4 stars
They had someone who dont know how to take order and and everything was dry nasty and the coffee plus the manager was there smh,1 star
Waited almost 20 minutes for an order. There were only 5 cars in drive thru and about 7 people inside.  Finally I canceled and went to a sit down restaurant where I got served within 10 minutes.,1 star
False advertising. Drive through is open 24 hours. Diner closes at 10!,1 star
"It's a messy please, the costumer service is very nasty they don't even pay attention to the time that people are waiting in line. I'm not going to gave them any Stars.",1 star
"They missing a few orders of fries and 4 buckets of 20 nuggets but i understand because  they was busy in christmas, good guys and good service",4 stars
Great service by a young lady in the morning didn't get her name but she gave attention to her customers and changed depending who the customer was great well done,4 stars
Food was very good but quite a lot was missing from the order when we got home.,2 stars
Great customer service a little slow. Food cooked right and order was perfectly taken.,5 stars
"Incredible slow, lines are out of control, understaffed.",1 star
Only visited once and drivethrough so don't know anything  about the place. But they where friendly,3 stars
Horrible...order was all messed up. I asked for my food to be freshly cooked...&;I got cold fries,3 stars
Fresh breakfast at 11AM,5 stars
Super fast service and they did not forget anything!!!!,5 stars
Total order mess up and the person taking my order hated his job. The only reason I know is because he told me.,1 star
"This McDonald's is really hit or miss. I've had good experiences, I've had horrifically terrible experience. But I don't expect much because the people are underpaid.",3 stars
Food is always wrong,2 stars
Good for some fast food this one is well taken care of clean bathrooms great customer service,4 stars
It's McDonald's so not much to say except this location is always clean and efficient. Great double drive-thru!,5 stars
This MacDonald's has not once given me the correct amount of nuggets. Lately it's been too many but there are several times where they short me. They've gotten my order completely wrong before too. They just seem to struggle a fair amount.,3 stars
"Food was good, but be prepared for a long wait for your food. It took 22 minutes from order to food receipt lunchtime on a Saturday.",3 stars
Sometimes we have to wait for the food for so long... long lines cars at the drive thru.,3 stars
Worse McDonald's I've ever been to. Twice I've been there and both times I had to sit there and wait almost 15 mins to get my food. The second time the staff was there in the kitchen taking pictures while my food was getting cold. Never again,1 star
It is clean and the orders came out fairly quickly even with the lunch rush. Overall a pleasant experience.,4 stars
"This is a good McDonald's to go to, they got the order perfect and had great customer service!.!",5 stars
This McDonald's is my go to for the kids. They have a very nice and clean play area. Staff is always friendly and helpful.,5 stars
Pay your morning manager more!!! She is a Rockstar keeping that place moving.,4 stars
"Manager came to the table, made sure everything was well. Quick service. Place does get busy",5 stars
Pretty good but my filet-o-fish was all crooked.,4 stars
We waited in the drive thru for 30 minutes. It was late after visiting the parks all day and they were close to our hotel. I would stay clear of this disaster of a restaurant.,1 star
Slowest McDonald's I've ever visited.  Checked in on a pickup order for Uber.  Waited 15 minutes and they were so backed up that they hadn't even started on the order yet.  Will not be returning to this location.,1 star
the service was horrible I was very very disappointed they don't give you the right food that don't take that order correctly then-manager I don't know why they do on their time because you ask for manager and takes forever to come and assist you I will never go there again,1 star
Building is completely locked so can't use bathroom even after waiting for curbside.,1 star
Cash only drive through after waiting 30 minutes,1 star
"They can not get any order right. My order took 3 remakes and finally I had to go in to the restaurant, after placing my original order in the drive thru!",2 stars
"The best mcdonalds. It has it all. Play area, arcade, had a fun time.",5 stars
A drive through line around the building and into the shopping center parking lot that barely moved for 20 minutes made me drive off without ordering.,1 star
"Employees are friendly, place is clean but lock in the mens room is broken. The food is pretty good.",4 stars
Excellent! Kiosk order own food using CC or Debit. Fast service. Good breakfast,5 stars
I dont understand because mc Donald is a fast food place and I go thru the drive thru and  the tell me that I have to wait in one of the parking spots in stead of grab and like any normal fast food.,2 stars
The buttermilk crispy tenders are not crispy nor tender the meat is horrible the worst I've ever had why would I eat here when I can get some decent fries chicken and burgers at Culver's or some f the best fast food chicken from chik full ï¿½ï¿½ï¿,1 star
"Employees were friendly and efficient. We received our food quickly, as well.",5 stars
"They worked hard even as they were shortstaffed, would definitely go back again.",5 stars
"Not sure of manager name we called her peaches, she was wonderful.",5 stars
This is a very cool place litteraly grew up on McDonald's anyone who tells you there food is bad is wrong it may be a little unhealthy for you but it's open 24/7 and has great costumer service I enjoyed this place a lot and so should you,5 stars
Hands down the slowest service I have EVER seen at ANY fast food restaurant.,1 star
Everything was fine,5 stars
Drive threw took forever we waited 40 minutes to find out there ice cream machine was down drive threw cashier was very rude and uncaring,1 star
Slow service got orders wrong but still kept people waiting while rest of their food went cold worst mc donalds I've been to for service,2 stars
Do you feel as bored as my friend is well this McDonald's will not get you bored they will serve you good food hot honest and right and are great twenty-four hours a day,5 stars
"If you need food late at night after work (2-3 am), don't count on this place because they take at MINIMUM 20-30 mins to send you through the drive thru.",1 star
"Fantastic food for a fast food chain, Staff very friendly, My Son gives 5 out 5 stars for food as in England he is always sick afterwards with the oil.",5 stars
"Long lines at this Kissimmee location right by Old Town, but fast moving and good service. Placed a big detailed order and everything came out correct.",5 stars
If the app says you can dine in there than you should be able to dine inside,1 star
"Usally the location I visit is on the money both with over allservice and cleanses, how ever this particular day the place was a total mess and service was horrible when it should not have been because it wasn't busy.",2 stars
"Worse c/s ever! Unreal, people just DON'T want to work. This team bust gave up!",1 star
Great service. Super fast,5 stars
"Clean, great deals, many ways to order...online,drive thru, curbside pick up",4 stars
It was excellent and this is the only place that has not messed up my order,5 stars
It was not too busy this time of year I did visit after 8 p.m. bathrooms were clean can't complain.,5 stars
The fanciest and cleanest McDonald's I've ever been in.Professional and clean.If ours back home was like this one in Kissimmee I'd go there more,4 stars
Food  was hot and delicious service fast. One bad apple  stop me from    Giving this location four or better..,3 stars
Ordered 2 double fish fillet sandwiches and got 1 double and 1 single. Order must be checked and double checked for Togo. I'm not coming back to change the order after few miles.,2 stars
I love McDonald's I told my friends and family about McDonald's and they eat it everyday if addicted food I wish you can did olive oil to fry french fry.,5 stars
They forgot  my drinks and didn't get to have time to stop one the way back to get them,4 stars
They were actually nice and had what we wanted and gave us condiments!,5 stars
Almost always available in the AM for breakfast without the cash only excuse.,5 stars
"Service sucks, how are you 24/7 and randomly close 2-6?? Waste of time",1 star
Great quality food for the price and staff are extremely friendly. Service is also very fast,5 stars
Waited in drive thru line about 10 minutes. Food was fresh and the server kept apologizing  for the wait.,3 stars
They messed up the order after explaining a few times of what we wanted and had hair in both of my egg McMuffins,2 stars
"Horrible bad service waited too long at the  drive through, missing everything in my order",1 star
Our order was large And they were able to complete it in a fast manner,5 stars
"The good thing is that is open 24. They do not have enough personnel. Food was just okay, help us survive till the next morning.",2 stars
Fast and easy great for quick breakfast to start of your day,5 stars
They all work super hard and we're very respectful,5 stars
"Order was correct,food was hot and fresh. Friendly staff.",5 stars
It's McDonald's what can you say? I happen to have had a great experience not only with service but my food being right and fast!,5 stars
Fast and good service,5 stars
Mac fan !,5 stars
Standard food. Fast service. Cash only at night. More expensive than other McDs.,2 stars
Manager doesn't know how to put his name tag on right side up. How can he run a restaurant?,1 star
"Tried 3 of the kiosk to order my food. Never completed an order on a kiosk, something different wasn't available on each one. Busy as hell, took a long time to get my food. Never again",1 star
"Food good as always (Its Mcdonald)
But pretty slow, *fast* food but without the *fast*",3 stars
Nice little spot! Tiny parking lot and its a busy McDonald's for sure. Has the upgraded double car drive thru!,5 stars
Increible how the drivethru work here waiting the outside line more than 5 mins and see how the inside lo e pass 7 cars already... unacceptable,1 star
Place was very clean. Beverage excellent but took 15 minutes for us to get our drinks,3 stars
My son got a vanilla shake there it didn't look right it was soupy he tasted it and his stomach was upset all that day,1 star
Bad experience taking too long with the orders.,1 star
Took 29 minutes in the drive thru for 2 McDoubles and a happy meal. At 7pm.,1 star
Fills a hole if u hungry,3 stars
Lot's of panhandling around the drive through. Food was good and service was quick.,4 stars
They didn't get my very large order wrong that I made for a car full of kids so that says alot.,4 stars
Clean professional staff the location on a busy hwy. but the good out weighed the bad.,5 stars
"Lines were a little long, yet food was fresh and hot.ï¿½ï¿½ï¿",5 stars
"It was a crappy McDonald's. They lie about their hours I went around 9:30 for food and they were ""closed""! When they clearly say that they are 24hours. Don't waste your time with this place! Worst McDonald's ever",1 star
Tortillas stale and why ask if I want sauce if you aren't going to give any? Lol,1 star
Great soft play for little kids.,4 stars
Gave order in the drive thru lady wasn't paying attention on what I wanted mind you I only ordered 3 things had to repeat myself 3 more times at the window then they still get my order wrong never again,1 star
If I could give it zero stars I would we went here 3 times recently and they mess up every time and they are just rude people I would recommend staying away from this location there's a checkers across the street I would recommend over them,1 star
"Drive through is almost always packed, when it's not the computer is down and you have to go inside... which is also always busy.",3 stars
Terrible service. Left the drive thru after barely moving for 10 minutes. Not prepared for late night customers.,1 star
Slow service. And we were the only ones in there  Found hair in my food. If I could give no stars I would never comming back,1 star
Could have been faster ordering. They have 2 lane drive in.,3 stars
The BEST customer service McDonald's.,5 stars
Terrible..An Employee name Andrea has the worse Customer service ever. My order was wrong and they still was giving me a hard time to fix it..BAD SERVICE,1 star
"Me and my family were there at 10:15 pm on a Sunday and they would not let us in.we were not happy at all,wat to soon to be locking doors.",1 star
Computerized orders... take quite a time to be served. I just bought as coffee and waited almost 15 mins for it to be served... and it was a bit cold as well...,3 stars
The only thing worse than the service was the food. My wife's Big Mac tasted like it had been dropped in an ashtray.,2 stars
"Very dirty.  Cold food.  Somebody peed in the play area.  Management was informed, but nobody cleaned it up.",1 star
Its McDonald's.. at least this one the food was fresh and well prepared on our visit,4 stars
ýýýýýý,5 stars
This is my third time visiting this store horrible place to eat all the 3 person at the service desk did not even eye contact with me and after food ready they just damp my order on the desk and I had to asked one gentleman if that was my order then he said  yes horrible place will not recommend it,2 stars
"Nice,  new looking place,  fast service. Can order by counter or on touch screen menu. Then pay at counter or credit card.",5 stars
"Not gonna lie, it's just a McDonalds's but if you have a bad experience, don't think about this five star review when it happens.",5 stars
"Ordered a regular big mac with large fries. They gave me the Bigmac Bacon, it was cold. Fries were cold.",1 star
Spicy chicken was kind of bland and the fries were like warm,3 stars
"The bread is cold meat are dry bad taste .
Ruin Mc Donaldï¿½ï¿½ï¿½ï¿½ï",1 star
My order was to English muffins sausage and eggs my English muffin was really hard around the edge and I had a sausage biscuit with egg my bread was really hard to I've had to throw my bread hey way that will just my money got throwed away.,3 stars
Delicious!,5 stars
"Breakfast was good as usual - quick, clean, and courteous. Manager came by and grabbed my tray to top it off.",4 stars
Loved it,5 stars
"Considering the amount of folks at the time of our visit, the service was great. Salads were delicious.",4 stars
John was great and super friendly everyone els rude,3 stars
"Curbside is a joke
Waited for 15 mins, should just go through the drive thru.",2 stars
Really good. Fast service. Food really hot,5 stars
It was great the food made me all full and I had a fun time,5 stars
Can honestly say that this was the best by far McDonald's meal I have had.,5 stars
Always a long wait today it took 35 min in drive through most times around 15 min but like their ice tea so but up with it,2 stars
Slow as molasses and still couldnt get it right. Dont go here after 12am. Had to go inside and get my $1 soda they forgot to give me.,1 star
Used the drive through.  All was good.,5 stars
It was ok I ordered through drive thru. I had to repeat my order a couple of times.,3 stars
Slowest service of any McDonalds ever. Even ordering just a coffee would take 15 minutes. VERY dirty perimeter outside.,3 stars
"Waited more than 20 mins, trying to make order but they just keep saying"" be right with you"" to finally tell me they dont have what i wanted.",1 star
Watched a Manager Jennifer push and put her hands on an employee while she was handing my food out the window. Don't know why because the Order was 100% right. This is the way employees at McDonald's are treated?,1 star
Same quality incredible quick service at this location I love it,5 stars
Only gave me part of the food that I ordered them the manager gave me attitude they weren't remorseful for messing up my order at all,2 stars
Nothing about fast food. Two lines for drive thru but slow services.,3 stars
FOOD  WAS MEDIOCRE! The service slow and unfriendly.,2 stars
The Drive Thru Was way too long there were 100 cars we we waiting 20 minutes to order. It's shorter ordering inside,1 star
The people at the window customer service skills need to do better.,5 stars
Had a long wait in drive thru but customer service was okay,4 stars
Stopped in for a liquid refreshment today due to the extremely hot weather. It was really delicious.,5 stars
I didn't eat here.  O was with others who did.   They seemed to enjoy it very much.,5 stars
Was able to get in and out without delay.  Cashier was friendly.,5 stars
Great for a burger that taste the same around the world,4 stars
Food was good but you never get the sauces you order on the touch screens,4 stars
Management just stands there while employees run around working,1 star
Nice staff. We went thru the drive thru,5 stars
Needed a quick breakfast and this was close.,3 stars
"Extremely slow service, one cashier with multiple people working slowly in the back, a line up to and out the door, and the drive through wrapped around the building. Avoid late at night.",1 star
"It was awesome you got the food quickly, nice service and great atmosphere.",5 stars
"All self service order
Table delivery though ï¿½ï¿½ï¿",4 stars
The diner was dirty and so was all the tables and I dont want to mention the restrooms were smelly and dirty there was two teenagers on their cell phones wasting valuable Time,1 star
waited in drive through for 25 minutes and left after that point went to go somewhere else,4 stars
The lady at the drive-thru was extremely rood and they messed up my big Mac I was missing two cheeseburgers and my 10-piece nugget only had seven nuggets,1 star
"Dirty, unkind, too long waiting time, too high work load with minimum of employees",2 stars
"Neg stars.

After waiting 30 minutes in drive threw, my hashbrown was literitly cold. And my bagel was soggy... worst breakfast ever ï¿½ï¿½ï¿",1 star
It was ok,5 stars
Don't get the breakfast burritos they advertise a nice beautiful looking burrito on their menu and then when you get it it's a quarter of the size of which they advertise the price has gone up on these and the quality has gone way down they have false advertising on their menu,1 star
Worst McDonalds  I've ever been to. Waited over twenty minutes.  Burgers were almost  raw. Plus no toys in happy meals.,1 star
This is my second visit and it's even slower and longer than my first. Unbelievably long wait times in the drive through.,1 star
Very busy but got our large order right...happy people,4 stars
My first bad experience on at McDonald's restaurant the people there were just rude luckily there was one person there that tried to take care of her customers but overall I don't recommend this place,3 stars
Went there all the time and champ !! Recommended go there people very friendly also employees too,5 stars
Long wait and 3manger on duty and one person line. Then to fine out no fish at certain time bk at all times,1 star
Not very well lit drive-thru but the customer service was great,4 stars
More expensive than uk maccies,3 stars
Very nice location. The staff was top notch. They got everything right!,5 stars
Fast service and coffee and sandwiches nice and fresh and employees treat you as a customer,5 stars
Waited on line for 45 mins just to place the order.,2 stars
"Fast, clean and excellent customer service!",5 stars
This McDonald's is horrible customer service and all the employees have bad attitudes and they never make my orders right I always have to continue coming back all the managers are rude to besides the Chinese looking one,1 star
Service is nice and fast but sometimes the drive-thru line can be a mess.,4 stars
Everything was great!,5 stars
it prompted me to legitimately kill myself. so ridiculous. never have had towards long in my 35 years of life,1 star
Love it,5 stars
"Opens late at night, save your day if you come home late. Big parking lot and good service and food.",4 stars
Do not LIKE having to use a koish to order,3 stars
McDonald's is well known anywhere you go... Good service good food..,5 stars
Must say this location is very clean and food is always great!,5 stars
The drive thru went pretty quickly for such a crazy location,4 stars
My favorite places to eat I love it,5 stars
"Service is a bit slow, but it's... well it's just McDonald's.  Playground is nice for the kids though.",5 stars
Only one inaccurate cashier working on a weekday at breakfast. Had to go through line and the waits twice to get my order right. Will not be back to this site.,3 stars
"Hot food, order completed accurately. Better than most McDonald's",5 stars
New but WAY TO BUSY..NO INSTUCTIONS ON HOW TO USE NEW COMPUTER MENUS. WE WAITED 20 MIN FOR OUR DONE IN GOOD.,3 stars
The people working here are not friendly.  Went through the drive through and the only only thing said to me was my total.,2 stars
They got free WiFi. It's really fast and good food and customer service too,5 stars
Somehow they forgot to give us our order...no big deal I needed the exercise and they did apologize,2 stars
"Food was cold.
Service could of been better",2 stars
To the girl that said she liked my tat. Wassup?? You could make this a 5...,4 stars
Slowest service ever! I haven't taste the food but i hope is not bad!,1 star
Waited 30 minutes in drive thru line be told they are out of fish and chicken,2 stars
"I was there to separate times one time I paid over $2 more than the second
time and got the exact same thing",2 stars
Most often just the same mc donalds,4 stars
This one is aware of food allergies so this it makes it easier for us,3 stars
Messed up our order something terrible and then asked us to pay extra for the mess they made took forever in line slow slow people,1 star
Very polite people and fast with getting food out.,5 stars
McDonald's is the worst the foods always cold and they recook old food when you ask for it hot but the frappes are the bomb that's why they got a star.,1 star
Slow and the people behind me got their food first. Common problem here. I just order a drink and burger.,1 star
"Waited 60 minutes in a drive thru, the line wasnt even that big. The lines at the theme parks are better",1 star
Several ordering kiosks here. Service was quick.  Restrooms were clean.,5 stars
$5 for 2 BigMacs need I say more plus $1 each including Refills for any Size Hot/Cold Drinks,5 stars
"Good food, and rewards are nice!!",3 stars
"1 star because I had cheese on my burger last night. And I didn't ask for it. Also the service was slow. The worker's was playing , goofing off ,and not working when suppose to.",1 star
Good food at great prices. Fast and friendly service!,4 stars
Can form a pretty long line at the Drive-Thru as it's a popular location but always polite.,4 stars
Rude managers profiled me. Had my life threaten by Corp. Worst fast food ever,1 star
Poor costumer service.  Slow and cold food.  The manager didn't care about my order had me waiting for over 30 minutes,1 star
"All McDonalds are pretty much the same. Nothing is great, but good if you need to eat on the go.",3 stars
Well let's see it took me 27 minutes to go through their bullship drive-through for 2 mcdoubles holy shedding this a joke,1 star
Slow service,1 star
It's OK as McDonald's goes... Crazy busy after the theme parks close each night. Expect long waits.,3 stars
"Nice friendly staff, the place was clean and the other came quick.",5 stars
I received a excellent service,5 stars
"Clean place, the kids meals fries are the cutest..lol fast service",5 stars
Excellent coffee!....that's all I got...with a double shot of espresso... happiness in a paper cup!,4 stars
Ice cream machine never works after waiting 20 minutes in drive thru line for nothing,1 star
"Drive thru takes forever and orders are never right, the inside with the new send order plus counter orders it's mobbed and confusing",2 stars
Horrible customer service. Avoid this restaurant if at all possible.,1 star
This mcdonalds serves lettuce that had already gone bad and turned brown. Absolutely disgusting.,1 star
As good as ever,5 stars
"This place is Nasty as heck ! The Garbage was over flowing, there was bugs on the floor, and all the bathroom stalls was locked even though there was no one in them",1 star
"Super slow service,  sloppy wrapped cheese burgers, not so friendly staff, some of them not all staff. what more can i say.",1 star
"No customer service skills, not even the managers always getting orders  wrong and give u attitude bc u said something",1 star
"Might be I expect more from it. But, in comparison to the EU McDonald's the food is poor. Drive through is a nightmare.",2 stars
Can't ever get order right. Had to walk into the back to find someone to wait on me.,1 star
They didn't have apple slices and toy for the Happy meal.,1 star
Ordered breakfast. Was ok. Pancakes on both orders were cold and dry.,3 stars
"Speed, very good service, attentive and efficient employees",5 stars
"Might be the worst McDonald's I've seen can't even make a coffee no napkins, ketchup or even a fork with my big breakfast meal worst idea to stop there",1 star
"Fast service, not too much wait, and usually there is always a space to sit.",4 stars
Not a bad McDonald's but you have to tell him fresh you ordered fresh food,3 stars
"Slow!!!!  Haven't tried the food yet, since I am min minute 32 of waiting for my FAST food",2 stars
Very clean and friendly staff. My family and i had a great time.,5 stars
Very busy but food came out good . Lobby was packed,4 stars
I love it I am at this location and I buy my food there every day,5 stars
"Clean restaurant, lobby is open but drink area is not.",5 stars
"Quick service, nice people but messed up my order a little.",4 stars
Quick service even though kiosk were down. Attention to detail a plus!,5 stars
On Christmas day with an upbeat attitude. Fast and organized with a smile fully staffed. Impressive,5 stars
"Place is dirty I don't recommend no one to stop at this place the drinking fountain is dirty, workers have a attitude drive thru takes least 25 min to a car to move!",1 star
Rushed us while ordering and mess up our Order twice while in the area for vacation.,3 stars
"Sooo slow, and got my order completely wrong. Didn't seem to care.",2 stars
COFFEE -Great Coffee,5 stars
The people at the window were rude and they were out of everything! And waited in line for 30 min and then was told that they were cash only!!!!,1 star
Nice  service  but  i  see  a  super viser  was  talking   bad  to  cow  worker  dint  like  the  way  she  was  talking  she  at  like  a  man,5 stars
"It's automated now it's quick it's easy.  The all day breakfast is available too,  how can you beat that?",4 stars
Its mickey Ds.  very average.  at least the drive thru line was fast.,3 stars
Loved it,5 stars
The food was hot I'm just not a fan of McDonald's but two children enjoyed it,2 stars
Good food not to crowded. Yes it's really a mc donalds,3 stars
Closed early and drive thru takes forever,2 stars
Need to update breakfast app menu and add back the souther style chicken biscuit,2 stars
Terrible I ordered my food at 8:40 AM it is currently 9:01 and my food is still not here,1 star
"took 30 minutes for our food to come out, walked past us once, forgot the sauces and forgot the drinks along with a very negative attitude",1 star
Great place for kids in old town,5 stars
fast service and nice staff,5 stars
"Fast service, Food was hot and fresh",5 stars
I thought there was going to be a long wait but  we got our food in less than 10 minutes,5 stars
Other than the usual. When comparing and three restaurants in Apopka this one has to have the best sweet tea,5 stars
It smell and it was dirty. The worker were very pleasant,2 stars
Food is nasty and wait at night is unheard of. Horrible staff,1 star
My favorite McD's in Kissimmee. The food is always fresh and hot and the service is always friendly.,5 stars
"Good service, got my order right the first time!",4 stars
They forgot the top bun on one sandwich. Everything else wasn't much better. Thrown together and awful.,2 stars
Quick service even when there is a line in drive through,5 stars
A nice place to eat. They have new technology to order your food from a screen.,5 stars
"Was enjoy my birthday breakfast  until i bit down into egg shells ,  great way to ruin a meal and a sandwich",3 stars
Clean tidy good staff and free refills on all drinks. Should be like this in UK.,5 stars
Nuggets were disappointing compared to the UK!,3 stars
The service here was fast,5 stars
"Clean, friendly, quick. More breakfast pastries than we are used to.",4 stars
"Took too long to complete order, dirty floor, overall impression of a badly run McDonalds - a rarity.",2 stars
Worst McDonald's I've been to,1 star
Omg glow tables!,5 stars
Not enough help. Food wasn't fresh,3 stars
Great quick fix delicious foods and great service super yummy,5 stars
"Service slow, food cold and dry. Had to queue back up to get a cup.",2 stars
I tried to buy a burger for a homeless lady and the manager told me no! She then approached the homeless lady and told her to leave.,2 stars
A little slow the service.. Had to do the  order myself at the kiosk,4 stars
Great hot food and cold drinks.,4 stars
This location has closed seating and has take out only.,3 stars
Food Was Excellent and So Was The Beverage,5 stars
"Was just like McDonald's really. Large portions are huge, fries oversalted and coke tasted weird.",4 stars
"USA Maccys just as good as the UK, but the m&ms Mcflurries are so much better!",5 stars
Cleanest one i have seen.,5 stars
Why 14 minutes for 2 Apple pies? Order wss placed 2-3 minutes before that.,1 star
"Forgets food often, longer wait time than some coasters in town. Ran out of diet coke.",2 stars
"They have a nice offer, a break fast sampler for 5 dollars!",4 stars
I visited this store many time during my stay in Orlando. Great service every time.,5 stars
Look McDonald's gets alot of grief but let's face it. Good quick food.,5 stars
Newly remodeled. Self ordering kiosks so 1 less person to screw up the order.,4 stars
Responsive service and organized systems. Even late at night. Good in my books.,5 stars
Food was the same but this was a half hour wait for food. Clearly this franchise was not up for a noon rush hour.,2 stars
Very slow service and tables weren't wiped down or cleaned.,3 stars
"Clean, nice staff, get custom orders right.",5 stars
"We went few times at this restaurant and it is the worst service we received . Very slow, and leasy.",3 stars
Typical McDonald's,3 stars
Recieved my food quick and was satified with how fresh it was.,4 stars
Drive thru experience. Staff was very friendly. Food was cold when it was delivered. Fries were very salty.,3 stars
The food tastes like microwaved meat with barley any flavor,1 star
"Staff is friendly.  For me, burger wasn't hot just warm.",3 stars
Love the playground for children!!! My son had a lot of fun.,5 stars
Just stopped in for an early bite to eat,4 stars
Took the grandchildren there they loved it a little slow though,4 stars
"The breakfast was GREAT. Their pancakes, superb.",4 stars
Great customer service  cashier Laquisha has great customer support experience,5 stars
Wait for almost an hour for the order. The delivery lady missed our table and send our food to another table. Worst M store ever,1 star
Good service  and food is ok,4 stars
They were extremely slow.,2 stars
They were very very busy but boy they had all the food right,4 stars
"Great place for a quick meal with the family, on the go or both!",5 stars
Typical Mcdonalds,4 stars
Service was fast and good,4 stars
They didn't make sure my order was complete. I found that out when I arrive to my hotel room.,4 stars
My food was hot and fresh and the restaurant was clean.,5 stars
Great but can be very busy in the drive through.,5 stars
Love that you can pay in an automatic machine. We need that here like ya!,5 stars
Forgot our food twice. Went back and they act like we were lying about it,1 star
We ordered at the online till in the restaurant and had a lovely meal.,4 stars
"McDs always great with menu, value, updates, but has trouble getting orders right. SO ALWAYS CHECK BEFORE LEAVING",4 stars
Very nice place..... Very large play area for the children and clean atmosphere,4 stars
Customer service could be better. But it's ok in general,3 stars
"Not professional when speaking to customers, but take what you can.",3 stars
Food was fresh and service was fast!!,5 stars
Service very slow on all 3 visits and they get the order wrong.  Very very poor.,1 star
Ok place to come by with family too eat clean bathroom,3 stars
"Very clean, friendly staff.  Enjoyed my food.",5 stars
"Staff was nice, usually always see someone cleaning, at times it can be overcrowded.",4 stars
"Terrible restaurant, very dirty, I do not understand how Mac DOnal let have this disgusting restaurant",1 star
Very good food. Just lines are to long,4 stars
The service in every Mcdonalds is doing worst with the time.,2 stars
Kid loves the playground. Food is McDonalds what else. Clean place,4 stars
Great place just frappe they serve to the top and it spills every single time,5 stars
Ordered a 6 piece chicken nugget kids meal and was given a filet o fish in the box instead,3 stars
Good and fast,5 stars
"Lately they have been super fast.
Very clean.",5 stars
Always on point with orders and great customer service,5 stars
always making mistakes and errors with orders or don't have the employees to service customers,1 star
